number,string,,number,string,number,number,number,number,number,number,number,string,cmd,cmd,cmd,cmd,cmd,cmd,number,number;num,number;num,number;num,number;num,number;num,number;num,number;num,number;num,string,number,number,number;num,number;num,,cmd,,cmd,cmd,,,
1609,四上位法宝,34,70,0,1,,,,1,70,99,all,CheckTaskFinished(1608),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,105 ,AddExp(85050);AddNimbus(42525);AddMoney(12915),,,,,0,
1610,百鬼夜行图,34,70,0,1,,,,1,70,99,all,CheckTaskFinished(1609),,,,,,0,0,0,4625,20,5094,4625,0.5,20,,0,,0,99,175 ,AddExp(141750);AddNimbus(70875);AddMoney(21525),,,,,0,
1611,千光琉璃塔,34,70,0,1,,,,1,70,99,all,CheckTaskFinished(1610),,,,,,0,0,0,4626,20,5097,4626,0.5,20,,0,,0,99,175 ,AddExp(141750);AddNimbus(70875);AddMoney(21525),,,,,0,
1612,百毒诛仙剑,34,70,0,1,,,,1,70,99,all,CheckTaskFinished(1610),,,,,,0,0,0,4627,20,5098,4627,0.5,20,,0,,0,99,175 ,AddExp(141750);AddNimbus(70875);AddMoney(21525),,,,,0,
1613,七宝之首,34,70,0,1,,,,1,70,99,all,CheckTaskFinished(1610),,,,,,0,0,0,0,0,0,0,0,0,,0,,0,99,105 ,AddExp(85050);AddNimbus(42525);AddMoney(12915),,,,,0,
1614,玄牝珠之秘,34,70,1,1,,,,1,70,99,all,"CheckTaskFinished(1611);
CheckTaskFinished(1612);
CheckTaskFinished(1613)",,,,,,0,0,0,4628,1,5108,4628,1,1,,0,,0,99,880 ,AddExp(712800);AddNimbus(356400);AddMoney(108240),,,,"em;AddItemEx(21,0,152,1)
fm;AddItemEx(41,0,152,1)
bh;AddItemEx(51,0,152,1)
qc;AddItemEx(567,0,1,1)
xq;AddItemEx(645,0,1,1)",0,
1615,秘魔残章,34,70,0,1,,,,1,70,99,all,GetTaskItemSpace >= 1,"AddItem(4629,1)",,,"RemoveItem(4629,1)","RemoveItem(4629,1)",0,5099,35,0,0,0,0,0,0,,0,,4629,1,175 ,AddExp(141750);AddNimbus(70875);AddMoney(21525),,,,,0,
1616,镇龙亭,34,70,0,1,,,,1,70,99,all,CheckTaskFinished(1615),,,,,,0,5098,35,0,0,0,0,0,0,,0,,0,99,175 ,AddExp(141750);AddNimbus(70875);AddMoney(21525),,,,,0,
1617,南方魔教的道统,34,70,0,1,,,,1,70,99,all,"CheckTaskFinished(1616)
GetTaskItemSpace >= 1","AddItem(4633,1)",,,"RemoveItem(4633,1)","RemoveItem(4633,1)",0,0,0,0,0,0,0,0,0,3,5097,1,0,99,140 ,AddExp(113400);AddNimbus(56700);AddMoney(17220),,,,,0,
1618,血魂斧,34,70,0,1,,,,1,70,99,all,CheckTaskFinished(1617),,,,,,0,0,0,4630,1,5109,4630,1,1,,0,,0,99,300 ,AddExp(243000);AddNimbus(121500);AddMoney(36900),,,,,0,
1619,66级单次捕捉,34,66,0,1,,,,1,66,99,all,GetTaskItemSpace >= 1,"AddItem(4655,1)",,,"RemoveItem(4655,1)","RemoveItem(4655,1)",0,0,0,,,0,0,0,0,,,,0,1,150 ,AddExp(115500);AddNimbus(57750);AddMoney(17550),,,,,0,
1620,67级单次捕捉,34,67,0,1,,,,1,67,99,all,GetTaskItemSpace >= 1,"AddItem(4656,1)",,,"RemoveItem(4656,1)","RemoveItem(4656,1)",0,0,0,,,0,0,0,0,,,,0,1,180 ,AddExp(140400);AddNimbus(70200);AddMoney(21060),,,,,0,
1621,68级单次捕捉,34,68,0,1,,,,1,68,99,all,GetTaskItemSpace >= 1,"AddItem(4657,1)",,,"RemoveItem(4657,1)","RemoveItem(4657,1)",0,0,0,,,0,0,0,0,,,,0,1,210 ,AddExp(165900);AddNimbus(82950);AddMoney(25200),,,,,0,
1622,69级单次捕捉,34,69,0,1,,,,1,69,99,all,GetTaskItemSpace >= 1,"AddItem(4658,1)",,,"RemoveItem(4658,1)","RemoveItem(4658,1)",0,0,0,,,0,0,0,0,,,,0,1,240 ,AddExp(192000);AddNimbus(96000);AddMoney(28800),,,,,0,
1623,70级单次捕捉,34,70,0,1,,,,1,70,99,all,GetTaskItemSpace >= 1,"AddItem(4659,1)",,,"RemoveItem(4659,1)","RemoveItem(4659,1)",0,0,0,0,0,0,0,0,0,,,,0,1,270 ,AddExp(218700);AddNimbus(109350);AddMoney(33210),,,,,0,
1624,67级世界捕捉,34,67,0,1,,,,1,67,99,all,GetTaskItemSpace >= 1,"AddItem(4660,1)",,,"RemoveItem(4660,1)","RemoveItem(4660,1)",0,0,0,0,0,0,0,0,0,3,5136,1,0,1,800 ,AddExp(624000);AddNimbus(312000);AddMoney(93600),,,,,0,
1625,69级世界捕捉,34,69,0,1,,,,1,69,99,all,GetTaskItemSpace >= 1,"AddItem(4661,1)",,,"RemoveItem(4661,1)","RemoveItem(4661,1)",0,0,0,0,0,0,0,0,0,3,5137,1,0,1,1200 ,AddExp(960000);AddNimbus(480000);AddMoney(144000),,,,,0,
1626,66级护卫宠任务(1),34,66,0,0,1,3,,1,66,99,all,,,,,,,0,0,0,4634;4635,15;15,5066;5070,4634;4635,0.5;0.5,15;15,,0,,0,99,150 ,AddExp(23100);AddNimbus(3850),,,,,0,
1627,66级护卫宠任务(2),34,66,0,0,1,3,,1,66,99,all,CheckTaskFinished(1626),,GetItemSpace >= 1,,,,0,0,0,4638,10,0,0,0,0,,0,,0,99,100 ,AddExp(15400);AddNimbus(2567),"AddItemEx(4649,0,0,1)",,,,0,
1628,66级逛街宠任务(1),34,66,0,0,1,3,,1,66,99,all,,,,,,,0,0,0,4636;4637,15;15,5063;5066,4636;4637,0.5;0.5,15;15,,0,,0,99,150 ,AddExp(23100);AddNimbus(3850),,,,,0,
1629,66级逛街宠任务(2),34,66,0,0,1,3,,1,66,99,all,CheckTaskFinished(1629),,GetItemSpace >= 1,,,,0,0,0,4643,10,0,0,0,0,,0,,0,99,100 ,AddExp(15400);AddNimbus(2567),"AddItemEx(4650,0,0,1)",,,,0,
1630,68级护卫宠任务(1),34,68,0,0,1,3,,1,68,99,all,,,,,,,0,0,0,4639;4640,15;15,5079;5084,4639;4640,0.5;0.5,15;15,,0,,0,99,150 ,AddExp(23700);AddNimbus(3950),,,,,0,
1631,68级护卫宠任务(2),34,68,0,0,1,3,,1,68,99,all,CheckTaskFinished(1630),,GetItemSpace >= 1,,,,0,0,0,4638,10,0,0,0,0,,0,,0,99,100 ,AddExp(15800);AddNimbus(2633),"AddItemEx(4651,0,0,1)",,,,0,
1632,68级逛街宠任务(1),34,68,0,0,1,3,,1,68,99,all,,,,,,,0,0,0,4641;4642,15;15,5084;5080,4641;4642,0.5;0.5,15;15,,0,,0,99,150 ,AddExp(23700);AddNimbus(3950),,,,,0,
1633,68级逛街宠任务(2),34,68,0,0,1,3,,1,68,99,all,CheckTaskFinished(1632),,GetItemSpace >= 1,,,,0,0,0,4643,10,0,0,0,0,,0,,0,99,100 ,AddExp(15800);AddNimbus(2633),"AddItemEx(4652,0,0,1)",,,,0,
1634,70级护卫宠任务(1),34,70,0,0,1,3,,1,70,99,all,,,,,,,0,0,0,4644;4645,15;15,5089;5094,4644;4645,0.5;0.5,15;15,,0,,0,99,150 ,AddExp(24300);AddNimbus(4050),,,,,0,
1635,70级护卫宠任务(2),34,70,0,0,1,3,,1,70,99,all,CheckTaskFinished(1634),,GetItemSpace >= 1,,,,0,0,0,4638,10,0,0,0,0,,0,,0,99,100 ,AddExp(16200);AddNimbus(2700),"AddItemEx(4653,0,0,1)",,,,0,
1636,70级逛街宠任务(1),34,70,0,0,1,3,,1,70,99,all,,,,,,,0,0,0,4646;4647,15;15,5094;5093,4646;4647,0.5;0.5,15;15,,0,,0,99,150 ,AddExp(24300);AddNimbus(4050),,,,,0,
1637,70级逛街宠任务(2),34,70,0,0,1,3,,1,70,99,all,CheckTaskFinished(1636),,GetItemSpace >= 1,,,,0,0,0,4643,10,0,0,0,0,,0,,0,99,100 ,AddExp(16200);AddNimbus(2700),"AddItemEx(4654,0,0,1)",,,,0,
